index,text,label,score
760,i know i don t have so many money at last i feel reluctant you leave shoes and make a big decision i need a job and i must have to take shoes home when i make enough money,LABEL_4,0.9999998807907104
1073,i hate waiting on others i still feel hesitant about making any binding weekend plans for the next several weeks just in case i get the call to go home,LABEL_4,0.9999998807907104
1412,i always feel hesitant about going into a restaurant where no one else is eating i usually just find the closest restaurant with at least one occupied table,LABEL_4,0.9999998807907104
1837,i feel hesitant to call them beautiful stark und sometimes graphic images,LABEL_4,0.9999998807907104
5315,i feel reluctant to call people i havent talked with in several years since its obvious that im only calling to see about help finding a job no matter how i couch it,LABEL_4,0.9999998807907104
5576,i want i feel hesitant to say because my favorite thing is to illustrate but i have been told that things like layout out brochures and annual reports are where the money is,LABEL_4,0.9999998807907104
9516,im friendless there cos they can feel that im hesitant to be part of their family can you send me home tomorrow,LABEL_4,0.9999998807907104
9874,i feel hesitant about recommending this series to dystopian fans after being so disappointed by this seriess conclusion,LABEL_4,0.9999998807907104
9986,i feel hesitant to speak so soon and feel like i need to knock on wood,LABEL_4,0.9999998807907104
10478,i feel reluctant to go out leafleting i only need think how thankful i was for the free classes i went to myself fifteen years ago,LABEL_4,0.9999998807907104
10610,i feel hesitant to just pick a random promise or covenant out of the bible and stake a personal claim on it you know,LABEL_4,0.9999998807907104
10720,i feel its time no more reluctant feelings about it like yesterday,LABEL_4,0.9999998807907104
11331,i feel hesitant in offering personal insights and observations worrying theyll only come off as inspid and narcissistic but some encouragement comes in the amount of interest such posts generate,LABEL_4,0.9999998807907104
12835,i didn t even feel hesitant having one student go into the teacher s lounge to retrieve the sodas from the fridge,LABEL_4,0.9999998807907104
14599,i also feel most reluctant to engage on any alternative style commissions which might require high levels of attention and energy sleuthing along pavements and camouflaged behind trees,LABEL_4,0.9999998807907104
15031,i feel reluctant to be hospitable towards other people,LABEL_4,0.9999998807907104
16370,i feel i must try and do something but i am reluctant without a gt firm reassurance of what will be published and when,LABEL_4,0.9999998807907104
17366,i know that social networks and media nowadays are so prone to judgment by people and you may feel hesitant to do so due to that,LABEL_4,0.9999998807907104
19760,i think most people actually think this but they feel reluctant to make a firm commitment to the belief because it sounds strange and spiritual or something,LABEL_4,0.9999998807907104
22799,i admit i feel hesitant and i hush my own excitement for fear of being just one more person that feels the spark only to let it burn out,LABEL_4,0.9999998807907104
23012,i think this is why im feeling reluctant to turn my full attention to beginning of the fall semester,LABEL_4,0.9999998807907104
23360,i always feel reluctant to say that i m a person that needs structure,LABEL_4,0.9999998807907104
23795,i am feeling really demotivated and reluctant to do my work but i guess it usually takes me about weeks to get into gear,LABEL_4,0.9999998807907104
25230,i am feeling reluctant to have the procedure repeated on the left side,LABEL_4,0.9999998807907104
26196,i feel ive been hesitant to question the process for fear that i will not be heard but it is time for a change,LABEL_4,0.9999998807907104
29779,i truly feel towards people i am reluctant to put here cos i am afraid what people that read my blog might judge me,LABEL_4,0.9999998807907104
30855,i also feel hesitant to give them money because again i don t want to help an alcoholic stay one,LABEL_4,0.9999998807907104
30941,i feel reluctant to try out the night life in havana and this is depressing as it was one of the major attractions of going here,LABEL_4,0.9999998807907104
31813,i feel reluctant to watch this episode,LABEL_4,0.9999998807907104
32952,i feel reluctant to pack but know that once i am back in new zealand that i will be fine again,LABEL_4,0.9999998807907104
33445,i feel reluctant to put all the thoughts in me head into words,LABEL_4,0.9999998807907104
34111,i was looking at my old notes from uni days last night and realised i forgot quite a bit of them already so while being excited im also feeling rather apprehensive about starting at module instead of the first ever module,LABEL_4,0.9999998807907104
35160,i feel reluctant talking about this on here but i am trusting again although i have been hurt and heart broken but i am never scared of falling in love or trusting again because i know the right guy is out there,LABEL_4,0.9999998807907104
36109,i feel reluctant to be part of the movie in the first place,LABEL_4,0.9999998807907104
36850,i feel even you know a little hesitant explaining this as a white australian woman,LABEL_4,0.9999998807907104
37594,i is feeling because i m hesitant now given the fact that it s like bucks a day to park there and a day for internet,LABEL_4,0.9999998807907104
39866,i feel reluctant to but the craft side on hold as i ve only just started out and sales were slowly building up it would feel like such a waste of time and effort to stop now,LABEL_4,0.9999998807907104
42043,i just feel so reluctant to do anything here and i know that sticking it out and working like a trojan shows strength of character but blah its getting me down again,LABEL_4,0.9999998807907104
42778,im feeling hesitant and now that he knows im interviewing for this other position he has been quickly trying to offer me something,LABEL_4,0.9999998807907104
44734,i do feel a little hesitant because kelly basically left all the very final choices of color up to me,LABEL_4,0.9999998807907104
44814,i rarely feel hesitant to say something sometimes even too much,LABEL_4,0.9999998807907104
46961,i am feeling hesitant to forgive anyone because i think the person does not deserve my forgiveness or because i want to hold onto my hurt and anger for a while i look at this picture,LABEL_4,0.9999998807907104
47018,im already feeling all hesitant and shit,LABEL_4,0.9999998807907104
48026,i sometimes feel hesitant to write receive responses and then not be able to respond to them,LABEL_4,0.9999998807907104
50474,i feel myself hesitant but remind myself that the days of hesitancy are over,LABEL_4,0.9999998807907104
52662,i feel hesitant and very much like an intruder but the translator asks him if we can use it,LABEL_4,0.9999998807907104
53663,i feel hesitant in singing praises for skyn after i was so horribly wrong about philosophy but i feel like this relationship is going to work,LABEL_4,0.9999998807907104
54865,i feel the need to confirm that they have my app and i m hesitant to bother the nice woman at the sf consulate anymore thanks in advance for any help,LABEL_4,0.9999998807907104
55908,i am still feeling hesitant about the entire thing,LABEL_4,0.9999998807907104
57999,i feel reluctant to take on a fast pace and lots of volunteering again,LABEL_4,0.9999998807907104
58094,i feel reluctant to write now i know it helps me detox yet its a struggle to let myself succumb to writing about them,LABEL_4,0.9999998807907104
58123,i feel hesitant to tell them the truth about leaving the house to get the toy,LABEL_4,0.9999998807907104
58182,i miss my grandpa but now i feel reluctant to visit him simply because i dont want him to see me in this state,LABEL_4,0.9999998807907104
58444,i admit i feel hesitant about hosting this since there are friends or hers that i dont know but no one else was able to host one so please forgive me,LABEL_4,0.9999998807907104
58772,i didnt feel any shame yet i was naturally more bashful about just stripping down than some of my friends where nudity was just more normalized in their lives,LABEL_4,0.9999998807907104
61013,i lay in bed feeling reluctant to move the thought of the simplest of tasks from the coming day seemed like too much effort and i felt id give anything to stay in bed all day,LABEL_4,0.9999998807907104
64268,i guess my slacking is a mixture of wanting to relax during the summer spending more time reading getting all my writing juices out at my newspaper internship and feeling reluctant to feed the ever growing digital representation of myself that has accumulated on the internet,LABEL_4,0.9999998807907104
65059,i always feel hesitant for some strange reasons in meeting medical doctors like me who are involved deeply in the field of creative writing,LABEL_4,0.9999998807907104
66617,i may choose one thing to focus on and feel reluctant to get out of it to move on to the next task in other words i am often too lazy to change my current flow to establish a new one,LABEL_4,0.9999998807907104
67741,i feel reluctant to even make the first contact with the other party,LABEL_4,0.9999998807907104
68667,i do feel reluctant to go home because of my father s attitude i don t think he likes me,LABEL_4,0.9999998807907104
70997,i feel reluctant to take back the infamous econs test paper now,LABEL_4,0.9999998807907104
71077,i feel myself hesitant in calling back because i fear the question about who am i dating and then not being able to even keep a poker voice if when deciding to avoid the the truth,LABEL_4,0.9999998807907104
72453,i feel hesitant to say more because i am getting the news second hand,LABEL_4,0.9999998807907104
73157,i love new england for its european feel and stand in reluctant awe of new york as a city made god but south carolina stole my heart,LABEL_4,0.9999998807907104
73270,i have got older years now to be precise i feel more reluctant to please people,LABEL_4,0.9999998807907104
73428,i am quick to cut and run if a relationship isn t working out but occasionally like now i feel reluctant to hurt the other person and i almost feel as if i owe them something,LABEL_4,0.9999998807907104
73566,i feel hesitant in pushing a girl so sweet but who doesn t acknowledge when her name is being called,LABEL_4,0.9999998807907104
74620,i cant help feeling hesitant for i dont know where i stand in your life anymore,LABEL_4,0.9999998807907104
74740,i feel hesitant to tell kevin any of this,LABEL_4,0.9999998807907104
75369,i am feeling so reluctant to leave because being on a holiday just felt soooo good and having to face reality again is the last thing that comes into your mind,LABEL_4,0.9999998807907104
76148,i cant help but feel like my hesitant teaching persona is slowly but surely emerging from slumber ever since yesterday afternoon when i spoke in great depth with my overseer carla about ways to incorporate art into the classroom,LABEL_4,0.9999998807907104
77858,im not really friends with them i feel hesitant about drawing the comics because i feel like im invading the privacy of someone who i dont really know,LABEL_4,0.9999998807907104
81111,i was feeling quite reluctant to feeling tired and all but he managed to get me out on the pretenses that jerry was leaving the next day and won t be back for two weeks in addition i haven t seen him for three years now,LABEL_4,0.9999998807907104
82022,i feel like im almost hesitant to talk about him and its somehow tied up with how hes the most likely candidate for putting a ring on my finger,LABEL_4,0.9999998807907104
82083,i was either feeling reluctant or dejected that my sunday a day supposedly for me to rest coz i had saturday classes would be for a biaje one thing that usually tires me,LABEL_4,0.9999998807907104
40,i feel like a swan at a wedding apprehensive and relaxed although i suspect some kind of drama would be going on at this swan union,LABEL_4,0.9999997615814209
428,i feel that a lot of artists are reluctant to get involved in those kinds of things because they know it s going to be risky just in terms of having the basic requirements,LABEL_4,0.9999997615814209
668,im not going to speak to him about it but i do feel reluctant to keep in contact with him at this point,LABEL_4,0.9999997615814209
765,i feel slightly hesitant i am eager and interested to learn about a different way of life,LABEL_4,0.9999997615814209
1059,i feel so unsure and unprepared for everything,LABEL_4,0.9999997615814209
1151,i know that have put their previous career paths aside and pursued environmentally related position in hopes of making a difference and i ve abandoned any inclination to feel the least bit hesitant to say that making a difference bit img src http s,LABEL_4,0.9999997615814209
1260,i often feel shy and small and tongue twisted,LABEL_4,0.9999997615814209
1315,i understand how kim might feel judged but it seems to me that kim holing up in provo reluctant to tell anyone shes pregnant awol on christmas eve is not an innocent victim in the dysfunctional family dynamic,LABEL_4,0.9999997615814209
1382,i feel hesitant to visit another doctor because i dont want to explain my sexual act again to another doctor,LABEL_4,0.9999997615814209
1558,i can feel the pull back to that but im reluctant to let it go,LABEL_4,0.9999997615814209
1985,i feel like my life as i know it is drawing to a reluctant close because boot camp starts tomorrow,LABEL_4,0.9999997615814209
2041,i feel reluctant to post any response on facebook or in this blog,LABEL_4,0.9999997615814209
2209,i feel reluctant to pursue anything without genuinely liking it wanting it yearning for it,LABEL_4,0.9999997615814209
2245,i feel reluctant to say anything further regarding what it was about,LABEL_4,0.9999997615814209
2277,i am afraid that because they are chapbooks and not full length that their publishers might feel reluctant to enter them,LABEL_4,0.9999997615814209
2463,i feel a hesitant touch at my back and i lean back into the familiarly small hands,LABEL_4,0.9999997615814209
3539,i still feel a bit apprehensive well what a word trauma,LABEL_4,0.9999997615814209
3945,i guess i ll figure it out as i go but for now i ll just think of myself as a zombie who feels apprehensive about the future but will settle for a nap and some wine ice cream,LABEL_4,0.9999997615814209
4558,i feel more hesitant than ever to speak my mind is this what mellowing of mind and perceptiveness of consequences bring,LABEL_4,0.9999997615814209
4880,i can hide behind when im feeling bashful about wearing a hat bonus marks,LABEL_4,0.9999997615814209
5148,i still feel so reluctant about going to work tomorrow,LABEL_4,0.9999997615814209
5548,i feel strangely reluctant to return to being at its beck and call,LABEL_4,0.9999997615814209
5592,i am at my last point but i just feel so reluctant to do anymore work,LABEL_4,0.9999997615814209
6241,i thought of opening an etsy shop but that requires me putting a value on these objects and i feel very reluctant to do that and it doesnt put a time frame of getting these items out of my home,LABEL_4,0.9999997615814209
